description,is_gen_pub,source
"A progressive political junkie by choice, a Democrat by necessity and a cockeyed optimist eternally. Peace, happiness and compassion for all.",1,Brussel Airport Bombing
"An analyst who uses her expertise in four different astrologies-many traditional to describe large trends, character delineation and the future.",1,Brussel Airport Bombing
No DMs unless I know u TY. *( ?~ ?? ?°) Proud #American ????? ????. Agnostic with Christian sympathies. Avid reader of history. #2aWithoutApology creator,1,Brussel Airport Bombing
"investor, father, widower, electrical engineer, #followback, unpaid comedian, unweird, golfer, #NBA, #NFL, #MLB, RTs imply endorsement.",1,Brussel Airport Bombing
HHHHMMMM!!!,1,Brussel Airport Bombing
Tracking aviation news and insights one tweet at a time.,0,Brussel Airport Bombing
"A webradio playing 24/7 all kind of hit music (world, zouk, Caribbean, zouk, French)operating under music licences;and broadcasting important news 4the Haitians",0,Brussel Airport Bombing
Huge Sports Fan go Seahawks go trail blazers 12's follow 12's I'm 19 years old,1,Brussel Airport Bombing
"Natural Philosopher, Security Data Scientist, PhD Candidate: George Mason, Computational Social Science.  Tweets are my own.",0,Brussel Airport Bombing
"though i'm past one hundred thousand miles, i'm feeling very still, and i think my spaceship knows which way to go.",1,Brussel Airport Bombing
Will have to think some more about what to write about myself!,1,Brussel Airport Bombing
On-Air Reporter  /  Professional / Entertainment Writer,0,Brussel Airport Bombing
I am a Licensed Real Estate Agent and Mortgage Broker since 1997. Dedicated in providing the finest service available while breaking new ground.,1,Brussel Airport Bombing
"Editor, Extraordinaire, Angel Investor, Tech Abuser, Syndicate Aggregator. I can only make two faces, you have to guess which two.",0,Brussel Airport Bombing
Think. Again.,1,Brussel Airport Bombing
"I'm letting all the good ideas marinate. Meanwhile, I play lots of trivia and work at a newspaper. Fantasy football writer and Sports Agate page editor.",0,Brussel Airport Bombing
"Host of the Bill LuMaye show on Talk Radio 850 in Raleigh/Durham, NC. National Voice Over talent & devoted Packer fan!",0,Brussel Airport Bombing
"ACT FOR AMERICA PHILADELPHIA : 
THE UNITED WEST : FORUM FOR MIDDLE EAST UNDERSTANDING :
Follow Founders & Constitution !
US Army : L'Chaim! To Life !",1,Brussel Airport Bombing
Join The Recovery Room Podcast to education others on Islam by a Muslim convert. But it isnt all serious in here isnt laughter the best medicine?,0,Brussel Airport Bombing
"Sic Semper Tyrannis! Texan,  Conservative Activist,Record Holding DragRacer, Editor & Publisher A Time For Choosing Re-tweets don't necessarily mean endorsement",0,Brussel Airport Bombing
| AHS ? | Traveling ? | New York City ? | One Direction ? | ??? | OTRA 07.15.15 |,1,Brussel Airport Bombing
#TRUMP2016 GET INFORMED & VOTE WISELY!! THE POWER OF YOUR VOTE WILL BECOME THE FUTURE OF AMERICA!,1,Brussel Airport Bombing
"Linux Systems Engineer, Security Engineer, Open Source Fan, Florida Gator, USAF Veteran, Husband, Father. Views/opinions are solely my own.",1,Brussel Airport Bombing
"#feelthebern,really?  no porn! no endorsements and no adds!!!  READ! i do block or mute assholes #bythepeople",1,Brussel Airport Bombing
"?????I love my God, my family, my friends and my country Forever a STEELER FAN - Sip a little tequila",1,Brussel Airport Bombing
a private life is a happy life,1,Brussel Airport Bombing
"What should've been said in Colorado punditry. Yeah, I'm looking at you, Denver Post ed board.  And how many panel shows does the Independence Institute get?",1,Brussel Airport Bombing
"Conservative 'Love GOD, Family & USA., Guns, Military, Law Enforcement & EMS. #CCOT #Palin #RushBabe #NASCAR #RedEye #BreitbartArmy #WAR #MolonLabe",1,Brussel Airport Bombing
"100% DISABLED SERVICE CONNECTED VET. STILL BELIEVE, IN GOD WE TRUST",1,Brussel Airport Bombing
i am your partner in crime,1,Brussel Airport Bombing
Founder @CH4_Media & @BrandComics. The cool kid at nerd camp. Fortunate husband and professional kid wrangler.,0,Brussel Airport Bombing
"MBA. Retired right now, not forever. 100% Trump Supporter. 
#CruzCrew (aka Hillary supporters) BLOCKED - they can go get educated with Common Core!",1,Brussel Airport Bombing
"VP/Business Operations, Financial Integrity Network",0,Brussel Airport Bombing
Ex-Dem #DitchNSwitch #Trump2016 Common Sense Conservative #AnimalRights,1,Brussel Airport Bombing
Grandmother of 12,1,Brussel Airport Bombing
"Christian, southern conservative..love God,my family, my country & my freedom...ashamed to admit to once being Blue Dog Dem. Goooo GaBullDawgs! NO PROFANITY!",1,Brussel Airport Bombing
Advocate for no Vaccines. Monsanto. Geoengineering. Spreading The Word...One day at a time.,1,Brussel Airport Bombing
lovable buffoon,1,Brussel Airport Bombing
Deputy editor of @PostOutlook and @WaPoThing. Former @wcp editor. Want to write something for the @washingtonpost? Email mike.madden@washpost.com.,0,Brussel Airport Bombing
"SEC Football, NFL Football, Food, Biz, Politics, Crime, Stories, Great Pics......
No More Clintons; No More Bushes....  Out of conflict, comes truth....",1,Brussel Airport Bombing
Be a light unto oneself?,1,Brussel Airport Bombing
"God First, Non-establishment, Tired of Politicians, failed justice system,the gov't, Islam is Evil, WARRIOR AGAINST EVIL , RT' may not be an endorsement",1,Brussel Airport Bombing
American Patriot  and Constitutionalist .......... Texan by the Grace of God ..........  I Stand With Israel..........  SEMPER FI,1,Brussel Airport Bombing
Teacher. Writer. Politics junkie. Hitchcock enthusiast. Music lover. Questing for all answers to all questions. Never met a beer I didn't like. #Trump2016,1,Brussel Airport Bombing
Photography and Technology enthusiast!,1,Brussel Airport Bombing
I love sci-fis,1,Brussel Airport Bombing
"Writer of YA and NA contemporary fiction. Voracious reader and life-long bookworm. Full-time administrative assistant, part-time traveler, all around nerd.",1,Brussel Airport Bombing
"Father, Entrepreneur, Business Coach, Infusionsoft Expert, Marketing Genius, HUGE TRUMP SUPPORTER! #trump2016 #trumptrain",1,Brussel Airport Bombing
"I love nature, animals .  I'm involved in films and theatre.  I hope to be a great actor - not just a star, although that wouldn't hurt.",1,Brussel Airport Bombing
Something tells me we're not in New Joizey anymore....   #liberal #Hillary2016 #GlobalCitizen #Christian #humanity #socialjustice #AllLivesMatter #worldpeace,1,Brussel Airport Bombing
Have a Nice Day!!,1,Brussel Airport Bombing
America has been hijacked by both extremes: selfish and self serving right and the selfish and self serving left . Where am I?  I tweet when I'm riled up.,1,Brussel Airport Bombing
Breaking news stories about aviation from top online news sources.,0,Brussel Airport Bombing
Hi! We're Decatur-Avondale Estates Patch. Contact us at decatur@patch.com.,0,Brussel Airport Bombing
"Critical news from top newspapers, include New York Times, Wall Street Journal, Washington Post, Los Angeles Times, Chicago Tribune, Christian Science Monitor.",0,Brussel Airport Bombing
SOC! Lost but trying to find.     Obama is the best Prez ever #WinkWink ! :-),1,Brussel Airport Bombing
"Elvis is my daddy, Marilyn's my mother",1,Brussel Airport Bombing
"Yes. That is my last name. Laugh at it for a second... You done? Okay, good. :B | YouTube: http",1,Brussel Airport Bombing
"1% sugar, 1% spice, 0% nice, 98% Chemical X.",1,Brussel Airport Bombing
tokyo home boy / @HuffingtonPost Campus Editor-At-Large / @israelproject TIP Fellow / @ProgressMEMag co-founder / 'lil shit' according to @billmaher / writer,0,Brussel Airport Bombing
Registered Nurse,1,Brussel Airport Bombing
Bicycles. Dad. Disco. DIY. Geek. Microserf. In alphabetical order.,1,Brussel Airport Bombing
I work on the entertainment desk at USA Today. Find me on Instagram @by_lblas.,0,Brussel Airport Bombing
"Hotel and property manager in Nome Alaska , with a quirky view on the world and a great love of books. All RT's are interesting but not always shared views.",1,Brussel Airport Bombing
Policy wonk @CloudFlare + Adj. Prof. of Internet Studies. Was at Senate/White House/FCC/IBM/@BGOV/MSFT. Accelerating the future of the Net & the Cloud,1,Brussel Airport Bombing
dilettante,1,Brussel Airport Bombing
Lover of things; mostly of humans - livin' like it's the style. | Entertainment Publicist | VIVA LA RAFA!,1,Brussel Airport Bombing
"Actress, retired derby girl, animal lover, weirdo.",1,Brussel Airport Bombing
"Right to freely associate enthusiast, futbolista and Senior Associate with the Washington Office on Latin America. All opinions are my own.",1,Brussel Airport Bombing
Southern Baptist~Mother~Wife (of Former Marine)~Conservative American~God Bless our Military #ProLife #2A #RollTide,1,Brussel Airport Bombing
"Pic: Ben Morea from the NY Anarchist group Up Against The Wall Motherfuckers in repose. ... My contact info: XMPP OTR, http #g2s, razerray",1,Brussel Airport Bombing
"I am Married, I donate to Wounded Warriors & St. Jude's, I am a Toy Marble Expert. I voted for #Trump in NC primary & will vote #OnlyTrump in General Election.",1,Brussel Airport Bombing
Freelance Drupal developer,1,Brussel Airport Bombing
"@SyracuseU alum. The views and opinions expressed on this account are solely my own. RTs, links and follows =/= endorsement.",1,Brussel Airport Bombing
Nebraska native. Green Bay Packers owner. Political free agent.,1,Brussel Airport Bombing
"I am married,Christian and retired after working 38yrs for one company I and my wife love network marketing and meeting new friends online:)))",1,Brussel Airport Bombing
#Basketball #fixedgearing #movies #jammin #abletonlive #food senior producer at Guerrilla Digital Productions LLC.,1,Brussel Airport Bombing
Northern California breaking news weather and sports,0,Brussel Airport Bombing
"Public speaker, security issues, spy hunting, counter terrorism and counter espionage - all things covert. Inspiration for the movie Breach.",1,Brussel Airport Bombing
"If you need space, work at NASA.",1,Brussel Airport Bombing
The Fastest Crime News Updates on the Planet! Are you a news-a-holic? We have your fix right here.,0,Brussel Airport Bombing
"Investigative journalist at Channel 4 News. Views my own. RTs not endorsements. PGP: http 
Instagram: http",0,Brussel Airport Bombing
I love America. I love our Constitution. I hope we return to our LIBERTARIAN values!,1,Brussel Airport Bombing
"Delaware Association of Insurance Agents & Brokers tweets #insurance, small business & consumer safety news, as well as association tidbits.",0,Brussel Airport Bombing
ULTRANAUT,1,Brussel Airport Bombing
"Learning to walk again-finding peace, serenity, love, laughter & joy in life. The best things in life aren't things. Def Leppard, Kid Rock, Country & Blues fan!",1,Brussel Airport Bombing
"#DigitalMarketing pro, #SocialMedia geek, & healthy cynic. Healing society one character at a time. #MUFC #Sneakerhead #RaiderNation. Tweets = my own.",1,Brussel Airport Bombing
Father/ Life Long Buckeye Fan,1,Brussel Airport Bombing
"Crazy, Cancerian, Christian, Charismatic, Caustic(at times), Confused(quite often), Caring.... working on my schemas and trying not to be impulsive.. :)",1,Brussel Airport Bombing
"--Roses are Red--
--Violets are Blue--
@Michael5sos can i get a follow from you?",1,Brussel Airport Bombing
"Archives, Art, Beer, Books, Cartoons, Education, Environment, Feminism, History, Journalism, Media, Music, Photos & Politics ... always Politics",1,Brussel Airport Bombing
It me,1,Brussel Airport Bombing
"Bay Area, CA The Queen of Rap Lil' Kim RTd 12/5/2015 and 2/18/2016 Queen Missy Elliot Follows Queen Cupcakke Follows?? #TeamLilKim",1,Brussel Airport Bombing
"Appreciate Kind Acts, Nature, Wit, Sarcasm | #cruz in 2016 | Detest Liberalism | Information Technology Pro | #Catholic #USA #ND | #prolife #sot #mildad #tcot",1,Brussel Airport Bombing
KINDNESS. IT DOESN'T COST A DAMN THING. SPRINKLE THAT SHIT EVERYWHERE. SARA AND JCAP ARE MY QUEENS... PROTECT CALZONA AT ALL COST...I TURTELY LOVE MY SAMIS',1,Brussel Airport Bombing
"#Christian #Conservative Defender of the Constitution, Locked & Loaded, Love Rock & Roll, Sports Fan #TCOT #PJNET",1,Brussel Airport Bombing
"Mom of Brittany, Matt, Sally & Morgan. #RN, #Conservative, #PresidentReagan is my hero, #LNYHBT, Cary Grant. #Delena, Yellowstone, http",1,Brussel Airport Bombing
"Michael Gabrill official Twitter account. Follow for grt tweets!

http

http

http

http",0,Brussel Airport Bombing
American/Christian/Wife/Mom/Grandmom/DogLover/ProLife/2A/Daughter of WWII Vet. Paratrooper USMC-Was gr8Patriot Loved his Country! #TCOT #CCOT #CRUZCREW,1,Brussel Airport Bombing
"Doctor, comedienne and talk show host with know-how about the cutting edge on everything related to staying young, healthy, and prosperous.. Ta Dah.",1,Brussel Airport Bombing
Bassist  @Merican_Pastime                        http ,0,Brussel Airport Bombing
Love the West & Israel. Oppose amnesty. Islam is NOT relig. of peace. 2A #TCOT Yidneck,1,Brussel Airport Bombing
Pastor of Britton Christian Church,1,Brussel Airport Bombing
"Division 1 All American Football player, ex male model and Wrestler and owner of a gym, Conservative & Creepy Ass Cracker.",1,Brussel Airport Bombing
Born and raised in Iowa. 21. Junior at THE University of Iowa. I'm Babs. 5'2.5 TALL. I tweet A LOT.,1,Brussel Airport Bombing
"Love animals, road trips, books, hiking, words. Life with some humor thrown in. Student of kabbalah. ????? ???? And do have the best day!",1,Brussel Airport Bombing
Retired .... US Dept. of Education. Born in San Francisco ... WWII veteran,1,Brussel Airport Bombing
"Preach the Gospel, die, and be forgotten. Vice Chairman of the Mississippi Federation of College Republicans. Public Policy major at Ole Miss.",1,Brussel Airport Bombing
news and political commentary without a twist from lame stream drive by media liberal progressives nor administration spin masters,1,Brussel Airport Bombing
"Yes to Truth, No to History Manipulation and Propaganda! Oui à la Vérité, Non à la Manipulation de l'Histoire et à la Propagande!",1,Brussel Airport Bombing
curiously strong.,1,Brussel Airport Bombing
"Journalist, animal advocate, conservative, retired Army and retired police crime analyst, Kentucky Wildcats fan. MOLON LABE... RTs are not endorsements...",0,Brussel Airport Bombing
"Christ follower, Christian writer, Wife of Military Retiree, and Coffee Drinker Extraordinaire #MakeAmericaGreatAgain  #Trump2016  @realDonaldTrump",1,Brussel Airport Bombing
22 | Always look to the positive side of things. The storm doesn't last forever & the Sun always shines. | ??,1,Brussel Airport Bombing
A conservative who despises liars and sociopaths. FOLLOWED BY @tedcruz @seanhannity @davidlimbaugh @mariashriver @jjauthor @kenwahl1,1,Brussel Airport Bombing
I was told there would be glitter. @guardian @THR @Vulture @FulbrightSchlrs @nydailynews @reuters Entertainment/crime/energy/security issues. Thoughts mine?,1,Brussel Airport Bombing
A public relations + marketing collective focused on cause-based impact + social good. We channel holistic brand advocacy into ROI results + karmic profit.,0,Brussel Airport Bombing
"Bobby DoTube Professional Restaurant, Fashion, Lifestyle Vloger & Promoter for Hire. NY Producer & Host Of DoTube's Pick Of The Week Come Follow My Blog!",0,Brussel Airport Bombing
We are fans of photography. Edited by @brookpete and @kaxline. RSS: http,1,Brussel Airport Bombing
Global coverage from @TheAtlantic | global [at] theatlantic [dot] com,0,Brussel Airport Bombing
#Anonymous Politics is a waste of everyone's time. It's easy to be #Anonymous when you are a former Asset.,1,Brussel Airport Bombing
"Parent, Grandparent, I love kids, and animals, and esp. this Country. I know liars and cheaters go hand in hand, and I detest both.",1,Brussel Airport Bombing
Manager Global Inclusion & Diversity Lead ; Certified Executive Coach; LOVE reading and cycling!  Kansas,1,Brussel Airport Bombing
"Real Estate Broker. Residential, Commercial, Farms, Recreational, Contact via our web site to buy or sell anywhere.",1,Brussel Airport Bombing
Southern Maine's first choice for temporary staffing. New jobs every day.,0,Brussel Airport Bombing
"God Loving,God Fearing,Christian and 2nd Amendment defending Libertarian Patriot 4th Gen Texan & NAGR member!",1,Brussel Airport Bombing
if you want to know more about me ask me a question.,1,Brussel Airport Bombing
Online and print magazine that provides visitors and residents information to access and explore the unique culture and lore of Hollywood,0,Brussel Airport Bombing
"Curating the best media feeds in San Francisco. Part of the 400-city The Breaking News Network, the largest community news network supporting the social good",0,Brussel Airport Bombing
Pro Bono Shareholder at Baker Donelson,1,Brussel Airport Bombing
Writer Model Hazardist Cat & Dog Lover. I LOVE my Marine.  NOT SINGLE Komen 20 x 3 Life is good.,1,Brussel Airport Bombing
"Conservative Talk Show Hosted by Jay Are on NetTalk America Conservative Talk,Pheonix Broadcasting Network & Talk Stream Live.",0,Brussel Airport Bombing
"I am a person who likes to know what is going on around me. I enjoy finding out about news, food, free stuff, deals and tips.",1,Brussel Airport Bombing
Conservative-Libertarian who loves this country & the patriots who support it! Will NEVER shut up & sit down! Saving the Republic one tweet at a time!,1,Brussel Airport Bombing
author-in-progress,1,Brussel Airport Bombing
Very Happy Supporter of @HillaryClinton,1,Brussel Airport Bombing
Harrisburg's News Traffic and Weather,0,Brussel Airport Bombing
Microaggressor.,1,Brussel Airport Bombing
"Red, White, and Blue. Thank a Vet. Be grateful for what you have.",1,Brussel Airport Bombing
"If you will it, it is no dream. -Theodor Herzl Proud Zionist & Pro-Israel / Follow: @ashleyscorpio",1,Brussel Airport Bombing
"To be determined... Geek, Photographer, Marketer, UCSB Film & Media grad, likes puns, current events, tech, startups, works in green tech & drinks tea. ZEV FTW!",1,Brussel Airport Bombing
NEVER FIGHT THE HAND THAT BRINGS PROVISION FOR HE IT IS THAT HAS GIVEN PURPOSE ~ GOD,1,Brussel Airport Bombing
Got married after college. I don't regret starting a family instead of grad school. Libertarian,1,Brussel Airport Bombing
made in the am,1,Brussel Airport Bombing
"Breaking news and online updates from Scot Scoop News, an online publication serving the Carlmont High School community.",0,Brussel Airport Bombing
Widow of an Army disabled Vietnam Vet 11D20 Armor Recon http of God. My Military.my country.Baby's live matter.Conservative.,1,Brussel Airport Bombing
"Husband, Father, Uncle, Son, Brother, Nephew, Editor, Writer, Speaker, Encourager, Networker, Traveler, Seeker, Dreamer, Doer ... and #Weather watcher! #WX",1,Brussel Airport Bombing
Analysts NSA,0,Brussel Airport Bombing
Borg 1963 of 2016,1,Brussel Airport Bombing
"M???????? L???? | R???? S?????? | A???-A???? ??? S???, B??? & B????",1,Brussel Airport Bombing
"Austin Civic Orchestra is Austin's oldest community orchestra, bringing classical music to Austin since 1977.",0,Brussel Airport Bombing
"Online Seller trying to master Social Media!  
Seller on ebay and addoway! find me on rebelmouse http",0,Brussel Airport Bombing
"Reporter extraordinaire, publicist, radio & TV personality. Developing full-service entertaintment company encompassing music, TV, sports & film in Hollywood.",0,Brussel Airport Bombing
"Nationalist, pro #2A, #1A, anti MSM, Cultural Marxism, SJWs",1,Brussel Airport Bombing
In love with Jeremy Evan Marin oh and I'm the Dancing Queen. Political Science/Dance Major #Hillary2016,1,Brussel Airport Bombing
@nypost Senior Investigative Reporter. Former Police Bureau Chief.,0,Brussel Airport Bombing
"Standing athwart history, yelling Stop.



National Review is a biweekly magazine and daily website, founded by the late William F. Buckley Jr., in 1955.",0,Brussel Airport Bombing
If Only  Life  A Video Game! ???(^_^)??? #TeamCambodian #DMV #EDM http,1,Brussel Airport Bombing
"Progressive policies are the only remedy to the sickness of the current system. #Bernie2016 #p2 #UniteBlue #LibCrib        
RT ARE NOT ENDORSEMENTS!!!",1,Brussel Airport Bombing
Today was a good day.,1,Brussel Airport Bombing
A new political podcast from @futuromedia and @Maria_Hinojosa,0,Brussel Airport Bombing
"MadeInTheUSA,Proud,Patriot,Honor our VETS,value family,friends,1st Responders,teachers,grandparents& animals",1,Brussel Airport Bombing
"Blossoming Lotus serves organic, freshly made, vegan fusion world cuisine with many cooked and live food options. We are open for lunch, dinner, Sunday brunch.",0,Brussel Airport Bombing
#ProBlack | #AntiBullshit,0,Brussel Airport Bombing
"News, world, business, travels, culture, sports, science, entertainment...",0,Brussel Airport Bombing
#DonaldTrump and Will be broadcasting new music show live from venue..Coming soon.,1,Brussel Airport Bombing
"Anchor/Reporter @ABC15, cancer survivor, Miami Hurricane, 80's music aficionado, dad to a rescued French Bulldog",0,Brussel Airport Bombing
#1 squishy liam stan !!,1,Brussel Airport Bombing
"WE PROUDLY SUPPORT & PROMOTE the message of faith, patriotism and love of country. We stand Steadfast and Loyal with @AllenWest",1,Brussel Airport Bombing
"I like food and wine, taking pictures of food & wine, writing about food & wine, eating food & drinking wine. Insta @takeabiteoutofboca Snapchat @takeabiteblog",1,Brussel Airport Bombing
"Husband, father of 3 & reporter-turned-attorney concentrating in commercial litigation. I tweet about social media, MSM, current events, the law & my life.",0,Brussel Airport Bombing
Dreamer. PR Pro. I wish the world was a better place. Single. No kids :( Yet. :)  Critical Thinker. I love music and interesting timelines! Pray for America!,1,Brussel Airport Bombing
"PUT ME ON A LIST=AUTOBLOCK NonPC,Don't Follow if UR offended by F- WORD/ProNRA/ProCoffee/ProISRAEL NO BIO=NO FOLLOW NO LIBS/NO PORN/PROUDLY BLOCKED BY CAIR",1,Brussel Airport Bombing
NOT PC. Conservative. Pro Life Christian. Wife to USN VietNam Vet @ronfair43  #MAKEAMERICAGREATAGAIN #ISRAEL #VETS #NRA #TRUMP 2016 #SECUREOURBORDERS,1,Brussel Airport Bombing
University of Missouri Investigative Journalism ig: stark.shark,0,Brussel Airport Bombing
Conservative God Loving believer that the United States IS Exceptional and no Marxist Cloward and Piven loving Islamopacifist Soros puppet will change that.,1,Brussel Airport Bombing
"Retweets are not an endorsement. Became an American citizen 11/24/2015.  Make the most of everyday! I am Conservative, I fight for what I believe in!",1,Brussel Airport Bombing
The Fastest Crime News Updates on the Planet! Are you a news-a-holic? We have your fix right here.,0,Brussel Airport Bombing
"Retired. Doing hobbies, writing and painting",1,Brussel Airport Bombing
"journalist, metalhead ? physics, st. pauli, USMNT und die Mannschaft",0,Brussel Airport Bombing
"Army Vet, Chargers Fan, Fun, Funny, been all over the world. People with an edge interest me. #1A #2a #military #veterans #israel #bluelives #tgdn #Trump",1,Brussel Airport Bombing
USMC- Common Sense Progressive. Can be Rabid if provoked. I BLOCK and REPORT ALL Spammers. RT's Do Not Equal Agreements or Endorsements.,1,Brussel Airport Bombing
"Woman in Love with the Universe/Carina Nebula ~ I Despise Communism/Socialism & I Love Constitution of United States of America ~ LOve Photography,Books",1,Brussel Airport Bombing
"Fiscal Conservative/Constitutionalist Passionate about my Country (U.S.A.), my state (Texas), politics, my dogs, & college football",1,Brussel Airport Bombing
"Husband, father, granddad, mechanical engineer, cyclist, USN. ????? ????. once you accept he isn't on our side, everything he has done makes sense. 
#CruzCrew",1,Brussel Airport Bombing
Advancing a balanced and realistic understanding of American interests in the Middle East. (RT & Follows do not constitute endorsement.),1,Brussel Airport Bombing
"FREE resources for debaters. Maintained by Rachel Stevens of @NCPA. Tweeting any info related to debate topics, sharing =/= endorsement.",0,Brussel Airport Bombing
"Armenian-American engineer w/ @EMCcorp @UniversityofRI alumnus. Member #ASME, @SocMfgEng & #TauBetaPi. Opinions & views expressed are my own.",1,Brussel Airport Bombing
"Life is about balance. Be kind, but don't let people abuse you. Trust, but don't  be deceived. Be content, but never stop improving yourself",1,Brussel Airport Bombing
Retired  Health Ministry. The world is in deep peril. U.S. is key. Donald Trump will lead us out of the morass. I am convinced.,1,Brussel Airport Bombing
"Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from http",0,Brussel Airport Bombing
"I'm an aspiring actress, and a huge vampire fanatic!!! i met a guy, we talked, it was epic, then the sun came up and reality sunk in. -vampire diaries",1,Brussel Airport Bombing
#Trump2016 and #AltRight (no those aren't the same things). As seen on #GamerGate,1,Brussel Airport Bombing
Very much to the left. I am looking dragonish these days because Trump's racism is pissing me off. Retweets are not necessarily an endorsement.,1,Brussel Airport Bombing
"News Editor for @FoxNews | Tweeting mostly about sports | Formerly of @MLB, @MyCJ_Sports, @RantSports | Contact: ryan.gaydos@foxnews.com",0,Brussel Airport Bombing
Nothing special about me. Grew up in hill country. College graduate. Served 4 years in the USAF Auxiliary.,1,Brussel Airport Bombing
LIST BUILDING QUICK TIPS - 37 SIMPLE WAYS TO BUILD YOUR LIST DOWNLOAD IT FREE: http,0,Brussel Airport Bombing
Trend Group Community of Businesses/Manufacturers of FSC & LEED Premium-Grade Custom Architectural Cabinetry & Woodwork,0,Brussel Airport Bombing
"WSOC-TV is the No. 1 local news station in Charlotte. LEGALESE: If you send us a tweet, you consent to letting us use showcase it in any media, including on TV.",0,Brussel Airport Bombing
? #Las @Vegas News Now ? 3773 Howard Hughes Pkwy ? #LasVegas ? #Nevada ? #sincity ? #vegas ? @VEGAScom ? #vegastech ? #vegasnews ? #unlv ? @wsop ? #vegasbaby ?,0,Brussel Airport Bombing
"HistoryStrips are beautifully illustrated, patriotic and factually accurate timelines of American history that can be displayed at home.



God bless America!",0,Brussel Airport Bombing
Nwo Report is dedicated to exposing the New World Order.,0,Brussel Airport Bombing
"Translator/Interpreter Russian, German, Polish   English, Pragmatic Progressive",1,Brussel Airport Bombing
The Pioneer of Subliminal Messages Video Online! Get 4 Free Subliminal Videos Now By Subscribing at #TeamFollowBack http,0,Brussel Airport Bombing
Warning; trolls shall not be tolerated. All trolls will be blocked. Respect is a two way street.,1,Brussel Airport Bombing
Tweets all jobs in Dallas and breaking News,0,Brussel Airport Bombing
"#2A #OnlyTrump I follow back! Disabled Female Trump Supporters from Ohio. If you add me to list, spam me or attack me I report and block all!!",1,Brussel Airport Bombing
let's change the world through love.         i want the world to be reconciled to joy.,1,Brussel Airport Bombing
"Migration of people plants ideas. food gender science power. Fulbright Scholar 2014-15. ms mph phd. Creator of 
superhero http",1,Brussel Airport Bombing
Addicted to News.#Trumpforchange #Patriot and #2ndAmendment #Constitutionalist.#MomandGramma #Pro-life #SingleChristianWoman #Vikingsaddict #GOTaddict,1,Brussel Airport Bombing
Just a girl.,1,Brussel Airport Bombing
Inspired by the community. Executive Director @smallcanbebig Opinions are my own. Politics to Pop Culture.,1,Brussel Airport Bombing
"Full time online marketer, blogger, wordpress expert, content writer, web graphics designer, traveller, sports enthusiast and dog lover.",0,Brussel Airport Bombing
"The Symphony League fosters,  and increases musical knowledge and  appreciation of the performing arts in cooperation with the SC Philharmonic.",0,Brussel Airport Bombing
Download the eAvonLake App today on Google Play!,0,Brussel Airport Bombing
Swimming in the corruption of California fighting daily for our lives. No DM!,1,Brussel Airport Bombing
"Real Estate Broker, Small Business Owner",1,Brussel Airport Bombing
"I like my coffee how I like myself. Strong, sweet, and too hot for you.",1,Brussel Airport Bombing
"The Truth About the Post Office & Protect the Vote. All Votes Counted as Cast. 

Photo Old Post Office, Washington, D.C. by dbking in creative commons on Flickr",1,Brussel Airport Bombing
"Appreciate Kind Acts, Nature, Wit, Sarcasm | #cruz in 2016 | Detest Liberalism | Information Technology Pro | #Catholic #USA #ND | #prolife #sot #mildad #tcot",1,Brussel Airport Bombing
Belief is a beautiful amour it makes for the heaviest sword  Alhumdu lillah Rabil Alaimeen,1,Brussel Airport Bombing
Your Center for Jewish Philanthropy and Community Development dedicated to to building and strengthening our Jewish community.,0,Brussel Airport Bombing
#blacklivesmatter  @jiminsprincess: @BRIXING_ is Yixing's princess  soft yugy stan  souad's anti/gf,1,Brussel Airport Bombing
"Days of a Domestic Dad is a Dad to 5 kids. Husband to @7onashoestring, with solid values, Influencer, Travel/Lifestyle Blogger, Twitter Party Friendly, #FordTX",1,Brussel Airport Bombing
We're the team at Fox 13 News in Salt Lake City. If you see news happening call (801) 536-1313 or email news@fox13now.com,0,Brussel Airport Bombing
"To Iraq 5X-Afghanistan 3X. http http

http -New Fund Raiser for us and You  http",0,Brussel Airport Bombing
"person,  thinker,",1,Brussel Airport Bombing
"Newsweek brings you the top news and analysis on politics, science, technology, and culture.",0,Brussel Airport Bombing
"Cubs Fan, Bears Fan, Hawks Fan and happily Liberal",1,Brussel Airport Bombing
"Daughter l sister l kitten-fan l happy-go-lucky reporter for WATE @6News. Just about everything is cute, IMO ?? Snapchat: laurahalm",0,Brussel Airport Bombing
"Author/Illustrator/3D Designer, currently doing a lot of work in Second Life®.",1,Brussel Airport Bombing
21 | OH | UT,1,Brussel Airport Bombing
Retired liberal teacher,1,Brussel Airport Bombing
Curriculum thinker and Southern education historian. First Black/Sole Black/Babygirl Civil Rights Struggle Witness and Warrior.,1,Brussel Airport Bombing
"Second Amendment Advocate - NO CONCESSIONS!, staunch capitalist, hardline conservative. As American as God, Guns...and BOURBON!",1,Brussel Airport Bombing
"Subjectto GAMING on Tweet!  Railroad,Patriot,Christian,MOM,LPN,BBA,VET Luv #Israel!Won #HL #JesusChrist #my #Savior #TeamTrump #TrumpArmy #TrumpTrain #Bluehand",1,Brussel Airport Bombing
Freedom of speech is a god-given right; Censorship is the work of the devil.,1,Brussel Airport Bombing
I'm An Aspiring Music producer Just Trying to make it in the world.. LA :Add Me on Snapchat: Joeydashark408,1,Brussel Airport Bombing
