description,is_gen_pub,source
IG: brokeboywithheart,1,Quebec Mosque Shooting
Naturally and artificially flavoured,1,Quebec Mosque Shooting
learning to say no,1,Mesa Shooting
"Do not judge me before you know me, but just to inform you, you wont like me.",1,Quebec Mosque Shooting
"Music, Comedy, Politics and Random Thoughts of Me",1,Brussel Airport Bombing
#TwinMom Children\'s Book Author #SpartanforLife! #VictoryforMSU!  #whateverusayistrue...,1,Quebec Mosque Shooting
Hi Im Wilda AKA Mana Derpy mod for ACNLSugar  I play games  keep a blog  I also  Japanese entertainment  everything purple SMAPæ¥æ¬èªãåå¼·ä¸­ã§ã4649,1,Random Samples
I know I said top 5 but Im top 2 and Im not 2,1,Random Samples
why wear bras when jesserutherford and LouisTomlinson have two hands,1,Random Samples
As seen on httpThisIs50com StackorStarveDvd CEO Blogger BMI Writer DJ Marketing PR  Promotions Expert Revohloo KKS PVTPLN TeamGrindCity GHR,0,Random Samples
I\'m more of a Christmas & Easter flosser.,1,Quebec Mosque Shooting
"MBA. Retired right now, not forever. 100% Trump Supporter. 
#CruzCrew (aka Hillary supporters) BLOCKED - they can go get educated with Common Core!",1,Brussel Airport Bombing
"Sometimes you gotta roll the hard six. I\'m a cat lady who lives a hermit life b/c cats are generally better than people. Be a patriot, resist.",1,Quebec Mosque Shooting
CNN National Desk Assignment Editor from STL in NYC. Former AE @ksdknews - Opinions are my own. E-Mail: jennifer.feldman@turner.com. #MIZ,0,Bostong Marathon Bombing
The official Twitter for AOL News,0,Brussel Airport Bombing
i love money and girlthan other,1,Random Samples
SC  haedaarr MANCHESTER UNITED ,1,Random Samples
"God First, Non-establishment, Tired of Politicians, failed justice system,the gov't, Islam is Evil, WARRIOR AGAINST EVIL , RT' may not be an endorsement",1,Brussel Airport Bombing
Executive Editor,1,Bostong Marathon Bombing
"Mom, writer, hopeful realist. Political & Social Commentary Junkie. BA Journalism UMN. *Man Bites Dog* is only better if it\'s true. Fact-Check!",0,Quebec Mosque Shooting
-Mountain Man Jay from @955themountain in Phoenix...... Lend me your ears.. Gilbert az http://t.co/Typo5jIYDA #iheartmedia #iheartradio,1,Mesa Shooting
Integrity is doing the right thing,1,Bostong Marathon Bombing
Boston-born,1,Bostong Marathon Bombing
PBS NewsHour is one of the most trusted news programs on TV and online. Follow us on Facebook: http://t.co/Qss5G8uYIy,0,Brussel Airport Bombing
Provider of multilingual customer service brokering tool,0,Bostong Marathon Bombing
Advocate of freedom,1,Brussel Airport Bombing
"Born in the South, Vanderbilt Grad; Ex Prof/Dean; Politics, Poetry, Photos, SFGiants; Old Movies, Brit TV, Cotswolds;  Gardening & Investments; Poems on Amazon.",1,Brussel Airport Bombing
KingzEnterpriseDealers and Suppliers of Mild Steel Plates Pipes and DoorsContact kingvigilantgmailcom,0,Random Samples
WIAT 42 News is  Coverage You Can Count On for central Alabama. Send photos and news tips to ReportIt@wiat.com.,0,Brussel Airport Bombing
If we lose our freedom we lose America! Register to vote. Vote #Trump2016 and #MakeAmericaGreatAgain!,1,Brussel Airport Bombing
"Only a virtuous people are capable of freedom. Fruit of the Spirit, Gal.5:22-23. Love,Kindness,Peace.",1,Brussel Airport Bombing
News Talk 980 CKNW. Vancouver's News. Vancouver's Talk. Breaking news & talk radio station.,0,Bostong Marathon Bombing
University of Miami School of Law Alumna; former intern at Investor Rights Clinic; former intern at Bacardi; dark chocolate & tea lover.,1,Bostong Marathon Bombing
Hyperlocal focused Chromosomes of Community targeted information for specific markets.,0,Brussel Airport Bombing
"Author, reformed lawyer and business executive, cyclist, hockey and football fan.",1,Mesa Shooting
"CRN Digital Talk Radio brings you the hottest talk radio talent on TV, broadcast radio and the Internet.  Tune in now at http://t.co/h19WFPoA7S!",0,Brussel Airport Bombing
Live your Life without Regret  ,1,Random Samples
WB publicist,0,Bostong Marathon Bombing
"The political and commercial morals of the United States are not merely food for laughter, they are an entire banquet. Mark Twain",1,Quebec Mosque Shooting
bikes,1,Bostong Marathon Bombing
Loyola MBA,0,Bostong Marathon Bombing
Naturally and artificially flavoured,1,Quebec Mosque Shooting
We Are the First Contact Ground Crew Team from The Galactic Federation of Light and Your Earth Allies We Are here for Humanity with Pure Unconditional Love,0,Random Samples
Plan. Engage. Excite. Profit.,1,Mesa Shooting
"Digital marketing, customer acquisition, media, oysters, 90\'s hip hop, and politics. Founded and sold https://t.co/dJXSEH78tw! Lawyer on paper.",1,Quebec Mosque Shooting
Landscape Architect. Critical Thinking Matters. Style Matters. Dark Chocolate Matters. My Mini Aussie Matters. Hydrangeas Matter.,1,Quebec Mosque Shooting
Associate News Editor at @bustle. @Bravotv addict.,1,Mesa Shooting
Doer of life and jotter of things. Award winning journalist. Currently perched at CNN. RT's are in no way an endorsement. ATL-DTW-LAN-LAX-NYC-SPG-CenAmer,1,Mesa Shooting
Naturally and artificially flavoured,1,Quebec Mosque Shooting
Resist,1,Random Samples
ÛÏWHAT IF ALL THIS BE TRUE?Û Humbled to be pastor of Northridge Baptist Church. Willing to have rational debate,1,Bostong Marathon Bombing
wannabe #painter  #bird-watcher  #sailor  #scuba diver & citizen of the world - tweeting my own opinions...,1,Bostong Marathon Bombing
Latest from College Park since 1910. Student-run independent newspaper at the University of Maryland. Tweets by these editors: https://t.co/9rCbHV15lO,0,Bostong Marathon Bombing
"Retired Army,  grandfather,  husband,  golfer (duffer),  and recreational poker player. Liberal for 70 years. (OWG = Old White Guy) #TheResistance #DemForce",1,Quebec Mosque Shooting
"PC Geek, Honest/Rational, rescue strays. #USAFVet #Cats #Dogs #FreeThinker #Progressive #Clinton #Obama #ImWithHer #Hillary2016 #Agnostic",1,Brussel Airport Bombing
Ret. Freelance-Photographer,0,Bostong Marathon Bombing
"AP Diplomatic Writer. Curmudgeon. Any snark is all mine. Ex-Buffalo, -Musselburgh, -CVille, -Phnom Penh, -Nairobi. Go Bills! Go Sabres! Hoya Saxa!",0,Brussel Airport Bombing
"Official Twitter Account for Vivian Gist
Call 2348166607529
Email  VivianBlogcomgmailcom",0,Random Samples
Organic Life as Elementary Game Theory; Perception Conditions Existence,1,Bostong Marathon Bombing
Raymond Simmons DJs SOMETHING ELSE Sex Rap Radio,0,Random Samples
"Do not judge me before you know me, but just to inform you, you wont like me.",1,Quebec Mosque Shooting
He offered her the world. She said she had her own.,1,Quebec Mosque Shooting
Fire Rescue & Breaking News Photojournalist based in Boston MA,0,Bostong Marathon Bombing
"Member of the #LiberalElite. Feminist. Mother. Educator. Human. ""In a time of universal deceit, telling the truth is a revolutionary act."" ~ George Orwell",1,Quebec Mosque Shooting
Star Wars fan and libertarian,1,Brussel Airport Bombing
Staff Writer for The Eagle-Tribune  Guardian Data Systems  #ROARERP  craft beer  disc golf  golf  anything with a beat and cynicism is always sprinkled on top,0,Bostong Marathon Bombing
Country Music Recording Artist. Albums' COUNTRY FLOW & DAVID BRITT on iTunes https://t.co/wXpckci4OgÛ_,1,Bostong Marathon Bombing
Û¢Local Events Û¢Community Representative Û¢Coffee Û¢Sports Û¢Food Trucks Û¢£À  (RTs äÊ Endorsement) #Politics #CurrentEvents #NCAA #SATX #FoodTrucks,0,Bostong Marathon Bombing
What is this quintessence of bread?,1,Quebec Mosque Shooting
Internationally known,1,Bostong Marathon Bombing
"trying to make a difference, one person at a time. Worker bee, archaeologist, genealogist, photographer, mom, wife, sister, daughter...",1,Quebec Mosque Shooting
"Sports fan, fitness junkie, powerlifting golfer, husband, dad, and trial lawyer",1,Quebec Mosque Shooting
"Provides small businesses cutting edge technology for accepting credit card payments by terminal, internet, wireless or mobile devices.",1,Brussel Airport Bombing
Accidental philosopher Freelance educator Autistic Disabled Loudmouth activist Bi Greyace Demiaro FilipinoUSian ArtistDesigner shethey,1,Random Samples
The Tide The Vamps Tristan Evans Emilio Martinez Drew Dirksen Nathan Gurd and KongGaming follow me,0,Random Samples
"CRS, ABR, SRES ~ Love selling homes, Working by Referral, love community, my 3 children, 4 Grandchildren & Fenway! I am never too busy for your referrals!",1,Brussel Airport Bombing
Leader,1,Bostong Marathon Bombing
Washington The State,1,Brussel Airport Bombing
i just really like carrot sticks and louis theroux,1,Random Samples
The title of Queen of Useless Information makes my career as a freelance writer exciting and enjoyable,1,Bostong Marathon Bombing
Fortress of Solitude,1,Quebec Mosque Shooting
"I hate to advocate drugs, alcohol, violence, or insanity to anyone, but they've always worked for me / Hunter S. Thompson - Videographer - Activist - Bernie2016",1,Brussel Airport Bombing
"radical progressive, angry feminist, queer ace. amazing",1,Quebec Mosque Shooting
  Ð_ U ¢ Ñ  Ð_     In the Advanced DE,0,Bostong Marathon Bombing
WEWS NewsChannel5 is On Your Side with breaking news & weather updates from northeast Ohio.,0,Brussel Airport Bombing
Longwood Nursing  ÎÎÎ ,1,Random Samples
Current affairs. Disclaimer: RT are not my personal views.,1,Brussel Airport Bombing
Good Times #VisorGod #AfghanAmerican #BankRollMafia,1,Brussel Airport Bombing
"Tucson native. Rock hound, rider, hunter, adventurer and digital docent for KGUN 9 On Your Side and Journal Communications Tucson radio stations.",1,Mesa Shooting
Retired .... US Dept. of Education. Born in San Francisco ... WWII veteran,1,Brussel Airport Bombing
The latest political news and opinion from left to right and back on a single page.,0,Brussel Airport Bombing
Can you feel it?,1,Quebec Mosque Shooting
Actor Crafter Teacher Knitter Runner One half of historyhoneys and SexArchie  I run an Etsy shop called MadFuzz,1,Random Samples
"Proud mom, and grandmother. Addicted to zentangles, art especially animation and street art, postcards, CNN, MSNBC, Kdramas, and Kpop music",1,Quebec Mosque Shooting
KPNX 12 News Anchor/Reporter,1,Mesa Shooting
Democrat!  #UNION member since 1976 #TheResistance #NotMyPresident  #FuckTrump,1,Quebec Mosque Shooting
Uniting Runners Across Americaã¢ #UnitedWeRun,0,Bostong Marathon Bombing
"23. Morocco ?? Southern California. 
Grad student @ UC Irvine. Aspiring urban planner. Future world changer. http://t.co/Nfid9aDcB1",1,Mesa Shooting
whats up twitter. welcome to my crib.,1,Mesa Shooting
english is not my 1st language so yeah ÜÜÜwelcometo BTS fangurling page ,1,Random Samples
i write books that nobody reads,1,Quebec Mosque Shooting
"MyTruth...what\'s yours? *PSA* I don\'t entertain trolls, nor do I tolerate foolishness or ignorance. Be respectful or keep it moving. DO NOT ADD ME TO LISTS!!!",1,Quebec Mosque Shooting
Ask no questions,1,Bostong Marathon Bombing
Muslim äó¢ Lebanese äó¢ Photographer/Poet äó¢ Birdman #DoSomethingForNothing,1,Quebec Mosque Shooting
I tweet anonymously because my opinions are mine alone and not my employer\'s. Retweet is not necessarily an endorsement. #NotMyPresident,1,Quebec Mosque Shooting
"Seen on TLC, E!'s The Soup, ABC, Fox-5, BayNews 9, Action 8 News. Property of @Cassia__Tavares. Fmr Army Guard Officer. #NRA Life Member, #90dayfiance #Glock",1,Brussel Airport Bombing
"Small Govn't, Patriotic, 1st-gen American. Love Jesus, politics, country , ??, traveling, my 2nd amendment right & ??! Daddy's girl! #SupportOurTroops #Bruin",1,Brussel Airport Bombing
  Savaliga Masunu F  17,1,Random Samples
"Preach the Gospel, die, and be forgotten. Vice Chairman of the Mississippi Federation of College Republicans. Public Policy major at Ole Miss.",1,Brussel Airport Bombing
Managing Broker @Brokers4Charity - Nationwide real estate company donating 10% commission to your choice of 501(c)(3) nonprofit. Residential & Commercial,1,Mesa Shooting
A fair and accurate depiction of my unfair and innaccurate thoughts.,1,Bostong Marathon Bombing
Love Breaking News & Tweeting & Talking About It! What I love more? My AMAZING girls who inspire me each day! Haters: Go away and maybe read a book?,1,Bostong Marathon Bombing
Get the daily inspiration for your spirit everyday!,0,Brussel Airport Bombing
"Sharrit! Features the best top 10 lists, viral news, & trending video from across the web. Read, watch & share the hottest content online, posted daily!",0,Brussel Airport Bombing
Artist,1,Bostong Marathon Bombing
Vonvo is the first real-time video events platform for organizations. Come discuss the subjects that matter over live video! #brandstorytelling #NYCStartup,0,Bostong Marathon Bombing
vantablvck  only a few of us will make it out   business ViralSocialCo,0,Random Samples
You can never be overdressed or overeducated. -Oscar Wilde  sports and traffic. Home to CBS3  KYW 1060  Talkradio 1210  Sportsradio WIP and more!,0,Bostong Marathon Bombing
Military and defense editor @businessinsider. Army brat wearing dad's combat boots and saluting. https://t.co/OtqgBLoHY3,0,Brussel Airport Bombing
"Having fun one day at a time Advocating for my children one with Goldenhar Syndrome Love my kiddos,Love life,Love my family,Love my friends! Plain and simple",1,Brussel Airport Bombing
Jose Guevara?,1,Mesa Shooting
Music loving Bluesman,1,Quebec Mosque Shooting
Keeping you informed with the latest news from across the Internet. Will never let Fox News a.k.a The Ministry of Misinformation win. #LVN,1,Brussel Airport Bombing
 Future Police Officer ,1,Mesa Shooting
you can never be overdressed or overeducated.,1,Bostong Marathon Bombing
Sociologist. Author of 'Resurrecting Slavery: Racial Legacies and White Supremacy in France' (Temple U Press). Inquiries: bookings@crystalfleming.com,0,Quebec Mosque Shooting
Boston,0,Bostong Marathon Bombing
Emmy award winning News Anchor. Passion for politics and inspired communication. Mama. Pro Kindness. Lover of #fashion #design #travel. Creativity=Energy.,1,Mesa Shooting
Open Source Intelligence for We The People. #IntelMM #OSINT #News #Media RTs & Follows DO NOT equal endorsements,0,Brussel Airport Bombing
Oakland CA ,1,Random Samples
From Nigeria 2 America. Doctor. Connoisseur of Dark Wines. HipHop since 1980s. I hate to put on Airs.,1,Brussel Airport Bombing
ig angielima123,1,Random Samples
The Middle publishes on http://t.co/mHCRCPjZAe where he can use far more than 140 characters to bore you.,0,Quebec Mosque Shooting
I put the me in mediocre kzoo 19,1,Random Samples
"Talker, blogger, content creator. Host of the 'KFYI Download', News Anchor on the 'Mike Broomhead Show', 550 KFYI.",1,Mesa Shooting
uncensored & unbothered|#SJU19|God's Got It,1,Brussel Airport Bombing
Digital Marketer  Hubspot Inbound Marketing Certified  I love Digital Marketing  I like learning new things  Secularliberal,1,Random Samples
"Devotion: Jesus | Passion: Singing, Writing, Essential Oils  | Husband: @DBrockdevil42 | Alma Mater: @Cronkite_ASU | Community: @RedemptionAZ | Mama | Phil 4:13",1,Mesa Shooting
All the lates #Tennessee #News #translated inta #Redneck updated #24/7 #followback,0,Bostong Marathon Bombing
Snap campaignstackz IG isthatkado savagelife givethemkadogmailcom,1,Random Samples
I play poker for a living and enjoy eastern philosophy.,1,Quebec Mosque Shooting
Anchor & reporter @RTV6,0,Bostong Marathon Bombing
"Mom, Wife, Coffee Enthusiastic and @marcorubio supporter | John 3:16 | I have an opinion because I care.",1,Brussel Airport Bombing
Common Wisdom Management https://t.co/YkUPsO5a7B,0,Brussel Airport Bombing
AndrÌ© Picard is the health columnist at The Globe and Mail. I tweet and RT about health issues,0,Bostong Marathon Bombing
ayo i can keep fangirling for my entire life i swear,1,Random Samples
John McCain has a remarkable record of leadership and experience that embodies his unwavering lifetime commitment to service. Follow us on Snapchat: TeamMcCain,0,Brussel Airport Bombing
Research Assistant/ aspiring novelist. Complete music/science/ English/ sports geek. Wine aficionado.,1,Quebec Mosque Shooting
love me harder steal my girl secret ||ariana|| ||1d|| ||austin||,1,Quebec Mosque Shooting
Noahs ark was built by amateurs. The Titanic was built by professionals.,1,Quebec Mosque Shooting
"I miss my parents more, as each day passes. But they don't want to come back here. I am black/Choctaw. #noDAPL #NotMyPresident EVER! #NoBanNoWall",1,Quebec Mosque Shooting
The Culture of Now,1,Random Samples
white male angry at other white males for fucking up the world,1,Quebec Mosque Shooting
"veni, vidi, vici.",1,Mesa Shooting
Naturally and artificially flavoured,1,Quebec Mosque Shooting
American Humanist Association advocates progressive values and equality for humanists,0,Bostong Marathon Bombing
Long live the rose that grew from concrete when no one else ever cared~Tupac,1,Mesa Shooting
MAGA AmericaFirst  Liberal lunacy will be Muted Dont tweet to me,1,Random Samples
"Program, Social, and Website Director @thebig920",0,Quebec Mosque Shooting
 Robert0106                                                               Ig  Robertsterling,1,Random Samples
FC in Media  spursofficial    BTFC   Veggie  Married  Treat People The Way You Expect To Be Treated  Detest Ignorance  Be Kind  Live For The Day,1,Random Samples
"Born and raised in the Valley of the Sun.  Love Star Wars, sports and politics",1,Mesa Shooting
Married to the lovely Mrs. Phillips  Extremism in the defense of Liberty is no vice. Moderation in the pursuit of Justice is no virtue.  - BG,1,Brussel Airport Bombing
Photographer,1,Bostong Marathon Bombing
you can't stop someone who knows where they're going. #rocworld #rippops political gab. illinois state 18',1,Brussel Airport Bombing
Esthetician. 21.,1,Mesa Shooting
For those saying Trump doesnt have educated millennial or female supportersheres one contradicting all three in a blue state Proud Conservative MAGA,1,Random Samples
I\'m a husband and father.  I like the outdoors.. I enjoy giveaways. Some links could give me extra entries. I dislike the fascist billionaires  #resist,1,Quebec Mosque Shooting
"Intervention Specialist-specialty area-behavior -interests- enviornment, making the world a better place than when i arrived!",1,Quebec Mosque Shooting
#tcot La semplicitÌÊ Ì¬ lÛªultima sofisticazione - Leonardo Da Vinci,1,Bostong Marathon Bombing
I can fulfil all your watch needs & desires info@forevertimepiece.com snapchat: Mubziii Instagram: islam,1,Bostong Marathon Bombing
So relatable,1,Random Samples
"Wife Mom Gigi executive, in that order",1,Quebec Mosque Shooting
Linking to news the MSM intentionally ignores!,1,Mesa Shooting
Instantly see whats happening anywhere in the world in #realtime. @Banjo is your all-access pass to #LiveEvents and #BreakingNews.,1,Mesa Shooting
"Not sure if Im elated or gassy, but Im somewhere in that zone.",1,Mesa Shooting
Liverpool FC  Technology  I have opinions and they are just mine,1,Random Samples
Techie  Politically Opinionated  BIG TIME  Cant stand hypocrisy  Love food  working out  in that order ,1,Random Samples
"Fan of JYJ, Kim Junsu has my heart, follow Kim Hyun Joong, Lunafly, and some other bands, K-drama; developing fanfic writer; singer",1,Quebec Mosque Shooting
"Christian, Anglican, conservative, book-loving woman! Maybe conservatarian... Eagles, Phillies... because: born there! Gargoyles and crows...",1,Brussel Airport Bombing
"writer, follower of international news.",1,Brussel Airport Bombing
"Author/Illustrator/3D Designer, currently doing a lot of work in Second Life®.",1,Brussel Airport Bombing
like fine wine  Makeup is Art  YNWA  Jumia Sales Agent DM to talk business,1,Random Samples
Great Gratitude to our EOD Warriors . ( Explosive Ordnance Disposal ),1,Quebec Mosque Shooting
phs 2020 ,1,Random Samples
senior  hakuna matata  NAU,1,Mesa Shooting
"Animal lover, dog & cat rescue a passion. Progressive, Atheist. Every creature is a piece of the puzzle of life on Earth. Followback as allowed by Twitter.",1,Quebec Mosque Shooting
Can you feel it?,1,Quebec Mosque Shooting
serendipity  4o clock,1,Random Samples
National correspondent for The Common Citizen,0,Random Samples
Musicaholic. Trumpet lover. Dog and cat nut. Beer and wine consumer. Liberal. So far Left I can see the back of Sean Hannity's head,1,Bostong Marathon Bombing
Deep thought always be a sucessful person We are thought a long time,1,Random Samples
L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L Wait what,1,Random Samples
Just some guy,1,Bostong Marathon Bombing
TOTALLY FED UP w/US GOV! OBAMACARE IS EXPENSIVE & THREATENS W/FINES! CRUZ & RUBIO: CORRUPT - LYING - PUPPETS! #VoteTrump2016 #TrumpTrain #MakeAmericaGreatAgain,1,Brussel Airport Bombing
http://t.co/lhDg4Z2jYW Fan Club President,1,Mesa Shooting
"Dangerous Fat Activist. Humorless feminist. Pedantic liberal. Artisanal blocker. Not all blocks are personal. Thank you, @BarackObama.",1,Quebec Mosque Shooting
george ezra fan account  or my actual main account  no one can tell the difference,1,Random Samples
I may be a great sinner but I have a greater Savior 1 John 1 89Solid Maine  Alden Fan ForeverKampante,1,Random Samples
I'm An Aspiring Music producer Just Trying to make it in the world.. LA :Add Me on Snapchat: Joeydashark408,1,Brussel Airport Bombing
Leading the way in mobile device accessory innovation with our Mobio Grip | Mobio Pivot | Mobio Go,0,Bostong Marathon Bombing
Capitol Hill Reporter @BuzzFeedNews. Canadian. emma.loop @ buzzfeed dot com,0,Quebec Mosque Shooting
All I tweet about is One Direction and how pissed I am at the government,1,Random Samples
"Psychic Fair, The Thousand Hour Club. Seeker of le mot juste. MIT grad, former electrical engineer, ex-USAF & now bemused watcher of the skies.",1,Quebec Mosque Shooting
"httpstcoNdNqjhL4Df httpstcoSrNlDk0O8F
httpstcoP4oRUJ7Bev 
httpstco1rt1KbIEUk
httpstcon2aV6wDT1C 
Opinions my own RTs  endorsements",1,Random Samples
µ_ïÀ_  EPILOGUEinBKK THEWINGSTOURinBangkokI learned to love you äÛ  HUHUHUHU HUUUHU DNA,1,Random Samples
good girls go to heaven and bad girls go everywhere. ig: kaylinpietryga,1,Mesa Shooting
"God Loving,God Fearing,Christian and 2nd Amendment defending Libertarian Patriot 4th Gen Texan & NAGR member!",1,Brussel Airport Bombing
"Wife, mother, grandmother.Retired. Love my country & striving for a better America for all citizens. #PJNET #TCOT #CTOT RT may not mean I agree",1,Brussel Airport Bombing
I am #TheResistance. Working woman in favor of equal rights for all. Peaceful activist for the overall good of our country and the world.,1,Quebec Mosque Shooting
EDM Producer Future Bass  Progressive House  Kid w A Dream  Check Out My Soundcloud Page  Snapvividskiesmusic  vividskies vividskiesmusicgmailcom,1,Random Samples
Im sorry the old Taylor cant come to the phone right nowwhyoh cause shes deaf,1,Random Samples
A Romance Junkie reviews on all social media. Proud member of RWA NYC. Movement to remove Trump from office.,1,Quebec Mosque Shooting
Fine Art Photographer I love RebeccaPatience our life in Maine and making darkroom prints,1,Random Samples
"Christian, Conservative, Tea Party, Constitutionalist, Patriot, Reaganite, Pro 2nd Amendment, Capitalist, #tcot #ccot #Cruz2016 #CruzCrew #Texan",1,Brussel Airport Bombing
#NAME?,1,Quebec Mosque Shooting
"Before The Rooster Crows Thrice, be nice! THIS Rooster IS IROQUOIS & NORD WARRIOR! SEE My 1ST. PORTAL EXPERIENCE @thebefreier",1,Quebec Mosque Shooting
UI/UX Mobile Designer/Dev & Farmer. Donald Trump supporter MAKE AMERICA GREAT AGAIN! Originally from Home of Rock & Roll CLEVELAND! Political Science Specialist,1,Brussel Airport Bombing
i wish i was a panda  lagi suka makan aice moci es krim ,1,Random Samples
"Executive Chef, Philanthropist, Adventure Seeker",1,Brussel Airport Bombing
LeeThuggin JetsTwitter  ThunderUp FckCancer  BrodieSZN OKC NYJ,0,Random Samples
the system isn't broken. it is fixed.,1,Brussel Airport Bombing
54 yro single enraged Conservative grandma of twin Texas Tornado granddaughters & stealthy tool wielding grandson Vet USAF cold war nurse,1,Brussel Airport Bombing
news of  space  satelite air session thunder  much more,1,Random Samples
"News Anchor/Reporter in Chico/Redding, Calif.",0,Brussel Airport Bombing
"Repatriating in America, just in time to #resist Trumpwellian Era, where Ignorance is Strength, War is Peace and Russia has Always Been Our Friend",1,Quebec Mosque Shooting
Grandmother of 8 . Cancer survivor. IF YOU ARE NOT SUPPORTING  TRUMP PLEASE DON'T FOLLOW ME  #Trump FOLLOWERS ONLY.IF YOU DON'T LIKE WHAT I TWEET BLOCK ME,1,Brussel Airport Bombing
"A University of Kentucky fan transplanted to Northern Arizona. Pharmaceutical Account Manager by day, Kentucky fan forever ...#BBN #Kentucky #Flagstaff",1,Mesa Shooting
Entertainmentfunnycutesurprisingscaryweirdextreme videos and photos all in one accountSHINE LIKE A DIAMOND,0,Random Samples
stressed,1,Bostong Marathon Bombing
Wpromotion Brings you all breaking World News,0,Brussel Airport Bombing
all opinions my own retweets are not endorsements,1,Random Samples
A Germandutchfrench guy  Bayern Fan MiaSanMia  I love football music Bayern and Basketball  Boateng faved my tweets  Works at Vodafone,1,Random Samples
Carlton Palmer exfootballer WBA SWFC LUFC SaintsFC ENG TV Pundit Motivational  After Dinner Speaker Contact Tonysoccerspeakercouk,1,Random Samples
Naturally and artificially flavoured,1,Quebec Mosque Shooting
"Interests: science, space exploration, astronomy, equality, sports, history, books, opera, riding horses.",1,Quebec Mosque Shooting
"Conservative,  Pro Life, Catholic; Love animals, and nature; I tweet what interests me. AB,CA  #OilSands #ableg    #tcot #cdnpoli",1,Brussel Airport Bombing
StopAbortion StopIllegalAliens NoAmnesty DeportThemAll BuildTheWall SecureTheBorder StopCommonCore NoLibtards StopGayMarriage HillaryForPrison,0,Random Samples
Blessed; ????? ???  wanderlust foodie & amateur photographer  fútbol fanatic ? Barça/RBNY | The political revolution continues: #Bernie2016 #FeelTheBern,1,Brussel Airport Bombing
AccountingStudent xx Dancer xx Singer xx Writer xx Hyper Kidoo,1,Brussel Airport Bombing
"Acharya S/DM Murdock writes about the history of religion & mythology, including 'The Christ Conspiracy,' 'Suns of God,' 'Christ in  Egypt' & 'Did Moses Exist?'",1,Brussel Airport Bombing
"News feeds of suspects, fugitives & person's of interest who are wanted by law enforcement as reported by the news media. THIS IS NOT OFFICIAL INFORMATION!",1,Brussel Airport Bombing
"Woman, mom, professor.",1,Quebec Mosque Shooting
SACRIFICE AND TRUST IN THE GRIND. '15,1,Brussel Airport Bombing
Worst DFS player on the planet GoSpursGo,1,Random Samples
Sixty-ish liberal gay male bear,1,Quebec Mosque Shooting
"MSU Spartan fan from birth, Detroit Lions fan for life.  Anti-fascism, anti-racism, anti-bullying.  #TeamResist https://t.co/J1ZxC1Jrmh",1,Quebec Mosque Shooting
Accommodation  Rooms in London Flatshare Featured room httpel32com2room Pls be cautious with Craiglist ads,0,Random Samples
Twitter novice mum of TWO Harry Potter fan Bake Off enthusiast That about sums it up,1,Random Samples
#teamfollowback,1,Bostong Marathon Bombing
"HE KNOWS HOW TO MAKE AMERICA GREAT AGAIN! BUILD A WALL, MAKE MEXICO PAY! STOP LETTING CHINA & JAPAN RAPE US IN TRADE! WE WILL WIN! *NOT ASSOCIATED WITH TRUMP*",1,Brussel Airport Bombing
"StMU - B.A. Poli Sci. Grad Student - Public Admin. Political activist, musician, sports fanatic, philanthropist, voice of a generation. My views are mine alone.",1,Brussel Airport Bombing
"Statewide politics reporter, Hearst Connecticut Media (Greenwich Time, The (Stamford) Advocate, CT Post & Danbury News-Times) Vandy grad. RTs don't=endorsements",0,Brussel Airport Bombing
too much Scotty  reece x,1,Random Samples
"Making memories since 1985. Blogger, wife, mother, book worm, and well meaning screw up.",1,Mesa Shooting
#CruzCrew,0,Brussel Airport Bombing
Northern California girl living in Wisconsin. I do all my own stunts.,1,Quebec Mosque Shooting
"CPA, RIA, money manager, follow @CNBC ,@Buffett, @Icahn, @Dimon. @Tepper and @Fib - Scrutinize what you read in the biz section",1,Brussel Airport Bombing
Help change the world justinbieber neymarjr,1,Random Samples
"#ImpeachTrump #WeThePeople #UnPotus #Resist I don\'t know about you, but I want intellegent people running the government. No lists I\'ll block you.",1,Quebec Mosque Shooting
Eppur si muove,1,Random Samples
Am a youtube mobile Gamer I have 3 subs right now Go and check it out at VortexFinest Plays Youtube to help my channel grow thx ,1,Random Samples
"Daughter, sister, mother, auntie, friend trying to make each day a little bit better than the previous day. Will not stand for hate of any kind.",1,Quebec Mosque Shooting
I am non-partisan.  I report on issues from both sides.  I might add a few comments now and then.,1,Brussel Airport Bombing
Enjoy the ride,1,Random Samples
R.I.P @JaysoSTU                                         IG: thekidsimpson PSN: official_julian #BullsNation #TigerNation,1,Mesa Shooting
Musically Itzkingari Instagram itzkingari Snapchat itzkingari Youtube Ari Tarbell Shane Dawson,1,Random Samples
"Photographer, Filmmaker, Writer, Dreamer, Compositor, Member of #NAPP. I have a cert 1 in Shake 4, BA in Cinema Production, MA in Creative Writing...",0,Brussel Airport Bombing
Film editor / cheap dimestore hood,1,Quebec Mosque Shooting
"Conservative,Christian love my Family and country.Huge TWD Fan Followed by Robert K Maxfield Daniel Newman, Facing West music,Clay Walker,Hannity,J Rosen",1,Quebec Mosque Shooting
Can you feel it?,1,Quebec Mosque Shooting
